FIPS,TFPYRM1999,TFPYRM2000,TFPYRM2001,TFPYRM2002,TFPYRM2003,TFPYRM2004,TFPYRM2005,TFPYRM2006,TFPYRM2007,TFPYRM2008,TFPYRM2009,TFPYRM2010,statename,stfips
13119,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13121,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13123,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,,13
13125,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13127,148.74124,158.1472,159.70384,162.24554,166.33406,174.16116,180.36037,190.27559,198.26836,209.42461,214.44174,213.5285,Georgia,13
13129,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13131,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13133,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,,13
13135,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13137,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13139,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13141,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13143,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13145,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13147,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13149,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13151,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13153,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13155,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13157,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13159,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13161,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13163,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13165,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13167,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13169,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13171,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13173,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13175,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13177,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13179,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13181,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13183,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13185,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13187,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,,13
13189,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13191,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13193,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13195,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13197,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13199,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13201,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13205,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13207,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13209,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13211,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13213,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13215,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13217,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13219,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13221,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13223,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13225,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13227,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13229,148.74124,158.1472,159.70384,162.24554,166.33406,174.16116,180.36037,190.27559,198.26836,209.42461,214.44174,213.5285,Georgia,13
13231,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13233,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13235,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13237,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,,13
13239,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13241,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13243,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13245,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13247,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13249,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13251,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13253,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13255,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13257,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13259,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13261,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13263,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,,13
13265,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13267,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13269,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13271,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13273,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13275,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13277,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13279,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13281,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,,13
13283,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13285,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13287,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13289,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13291,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,,13
13293,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13295,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13297,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13299,148.74124,158.1472,159.70384,162.24554,166.33406,174.16116,180.36037,190.27559,198.26836,209.42461,214.44174,213.5285,Georgia,13
13301,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13303,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13305,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
13307,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13309,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13311,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,,13
13313,154.74593,159.76266,164.69034,163.46727,166.51817,166.67767,169.11116,178.56262,185.37369,198.36096,199.78276,203.30945,Georgia,13
13315,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13317,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13319,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,,13
13321,,,,158.63771,159.57498,162.81538,161.63745,172.58884,184.83589,196.82159,200.12282,204.24229,Georgia,13
16001,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16003,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16005,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16007,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16009,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,,16
16011,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16013,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16015,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16017,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,Idaho,16
16019,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16021,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,,16
16023,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16025,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16027,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16029,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16031,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16033,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16035,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,,16
16037,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16039,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16041,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16043,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16045,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16047,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16049,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,,16
16051,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16053,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16055,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,Idaho,16
16057,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,Idaho,16
16059,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16061,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,,16
16063,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16065,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16067,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16069,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,Idaho,16
16071,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16073,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16075,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16077,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16079,,,,166.85367,170.16348,181.04395,176.93845,188.05338,195.38832,208.13673,209.88429,215.11034,,16
16081,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16083,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,Idaho,16
16085,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
16087,149.98933,154.76181,155.50208,161.8248,163.59673,165.76338,165.20906,174.19807,185.44794,195.07152,201.22964,198.11357,,16
17001,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17003,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17005,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17007,,,,152.17387,158.56537,159.61983,161.42734,168.59288,180.00999,188.43185,192.69061,197.01306,Illinois,17
17009,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17011,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17013,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17015,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17017,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17019,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17021,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17023,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17025,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17027,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17029,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17031,163.5519,169.03151,173.311,173.71741,177.20015,180.32391,174.97255,187.3999,197.77887,206.79005,207.83519,207.5161,Illinois,17
17033,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17035,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17037,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17039,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17041,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17043,163.5519,169.03151,173.311,173.71741,177.20015,180.32391,174.97255,187.3999,197.77887,206.79005,207.83519,207.5161,Illinois,17
17045,151.60184,157.12828,162.4319,162.38063,165.71568,169.10481,168.07141,175.15697,184.81277,195.20091,197.84221,200.24577,,17
17047,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17049,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17051,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,,17
17053,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17055,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17057,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17059,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17061,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,,17
17063,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17065,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17067,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17069,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17071,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17073,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17075,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17077,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17079,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17081,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17083,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17085,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17087,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17089,163.5519,169.03151,173.311,173.71741,177.20015,180.32391,174.97255,187.3999,197.77887,206.79005,207.83519,207.5161,Illinois,17
17091,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17093,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17095,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17097,163.5519,169.03151,173.311,173.71741,177.20015,180.32391,174.97255,187.3999,197.77887,206.79005,207.83519,207.5161,Illinois,17
17099,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17101,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17103,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17105,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17107,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17109,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17111,163.5519,169.03151,173.311,173.71741,177.20015,180.32391,174.97255,187.3999,197.77887,206.79005,207.83519,207.5161,Illinois,17
17113,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17115,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17117,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17119,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17121,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17123,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17125,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17127,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17129,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17131,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17133,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,Illinois,17
17135,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,,17
17137,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17139,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17141,,,,152.17387,158.56537,159.61983,161.42734,168.59288,180.00999,188.43185,192.69061,197.01306,Illinois,17
17143,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17145,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,,17
17147,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17149,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17151,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17153,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
17155,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,Illinois,17
17157,146.28203,149.66991,153.34198,159.77174,159.66945,167.26981,169.76338,177.2979,190.05356,200.59595,202.85614,205.5274,,17
17159,,,,156.27817,159.61197,159.62947,163.45224,168.02838,181.43071,192.39217,195.96225,202.90378,,17
